Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Turdus pilaris,Turdidae,Passeriformes,AVIBASE-D120D5A0,26,10,13,3,4.0,25.4,12.8,5.8,6.5,33.4,144.4,48.0,96.1,33.3,105.9,106.0,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Generalist
Turdus plebejus,Turdidae,Passeriformes,AVIBASE-8E286BF9,6,2,4,0,4.0,28.4,13.9,4.9,6.6,32.5,135.3,35.8,99.5,26.4,97.0,86.3,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus plumbeus,Turdidae,Passeriformes,AVIBASE-30692E5A,11,4,6,1,4.0,30.2,16.8,5.5,6.2,36.6,120.7,27.0,94.0,22.3,109.0,75.3,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Omnivore,Terrestrial
Turdus poliocephalus,Turdidae,Passeriformes,AVIBASE-0C037550,10,6,4,0,5.0,24.9,13.5,4.6,5.9,30.7,111.9,26.1,85.8,23.3,85.6,61.6,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus reevei,Turdidae,Passeriformes,AVIBASE-E47AA20C,5,1,3,1,4.0,22.5,12.4,5.0,5.6,31.3,116.1,23.3,93.1,20.0,91.8,61.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Insessorial
Turdus roehli,Turdidae,Passeriformes,AVIBASE-5A00E5A5,10,5,5,0,0.0,27.5,15.1,5.1,7.0,31.1,109.4,19.7,89.7,18.0,81.8,67.3,DataFromSplit,NA,YES,Beak Nares; Beak Width; Beak Depth,Turdus olivaceus,Forest,1,1,Omnivore,Omnivore,Generalist
Turdus rubrocanus,Turdidae,Passeriformes,AVIBASE-82351263,10,5,5,0,4.0,27.7,15.9,4.8,6.3,32.3,138.7,39.0,100.1,28.0,108.0,92.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Generalist
Turdus ruficollis,Turdidae,Passeriformes,AVIBASE-77B6BACB,8,4,4,0,4.0,24.4,12.4,4.7,6.2,31.7,134.2,43.1,91.1,32.1,97.1,80.6,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Insessorial
Turdus rufitorques,Turdidae,Passeriformes,AVIBASE-3DD40BBD,5,2,3,0,4.0,28.6,13.3,4.9,5.9,31.0,134.9,37.0,97.3,27.6,97.4,72.0,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Generalist
Turdus rufiventris,Turdidae,Passeriformes,AVIBASE-849B6005,15,2,7,6,4.0,25.2,14.6,5.3,6.7,33.4,115.5,20.1,95.0,17.4,101.5,69.4,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Invertivore,Generalist
Turdus rufopalliatus,Turdidae,Passeriformes,AVIBASE-3F04DF41,9,3,6,0,4.0,23.5,13.3,4.9,6.6,31.6,124.6,29.4,95.3,23.6,103.7,75.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Generalist
Turdus sanchezorum,Turdidae,Passeriformes,AVIBASE-DCFB54ED,4,1,3,0,4.0,22.4,13.0,5.1,5.9,30.4,111.2,21.8,89.5,19.5,94.2,68.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Turdus serranus,Turdidae,Passeriformes,AVIBASE-9B9D5DC7,28,13,14,1,6.0,26.9,14.6,6.0,6.7,34.4,124.7,23.1,102.4,18.4,112.3,84.9,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Generalist
Turdus simillimus,Turdidae,Passeriformes,AVIBASE-CED9626E,8,4,4,0,4.0,25.6,15.3,5.3,7.2,31.0,126.4,26.3,100.1,20.8,102.2,102.7,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Generalist
Turdus smithi,Turdidae,Passeriformes,AVIBASE-0816917D,10,5,5,0,4.0,28.5,16.1,5.3,7.0,31.1,122.1,27.6,94.5,22.6,96.9,77.8,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist
Turdus subalaris,Turdidae,Passeriformes,AVIBASE-89E3147F,5,2,1,2,4.0,19.7,10.9,4.9,5.2,27.7,107.0,29.9,75.4,28.5,83.4,49.5,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Invertivore,Insessorial
Turdus swalesi,Turdidae,Passeriformes,AVIBASE-24058626,1,0,1,0,1.0,29.3,17.6,6.0,8.1,43.9,129.5,23.8,105.7,18.4,109.0,75.0,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Terrestrial
Turdus tephronotus,Turdidae,Passeriformes,AVIBASE-A0DC8E87,9,5,4,0,4.0,24.6,13.9,5.0,6.4,29.6,108.1,19.8,88.8,18.2,85.8,49.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Generalist
Turdus torquatus,Turdidae,Passeriformes,AVIBASE-CE71B4FF,22,9,13,0,4.0,26.1,13.9,5.0,6.6,32.8,141.6,44.7,96.9,31.6,109.6,109.0,Dunning,NA,NO,NA,NA,Shrubland,2,3,Omnivore,Omnivore,Insessorial
Turdus unicolor,Turdidae,Passeriformes,AVIBASE-F4692C3B,8,4,4,0,4.0,23.1,12.9,4.7,5.7,30.3,120.5,35.0,85.4,29.1,81.7,64.2,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Terrestrial
Turdus viscivorus,Turdidae,Passeriformes,AVIBASE-A95B43F1,36,14,19,3,12.0,26.4,14.5,5.7,6.9,32.7,153.7,53.9,99.6,35.1,111.8,117.4,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus xanthorhynchus,Turdidae,Passeriformes,AVIBASE-E636E6DC,1,1,0,0,1.0,24.1,15.0,6.1,8.1,37.8,121.0,19.5,101.5,16.1,91.0,82.5,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Zoothera andromedae,Turdidae,Passeriformes,AVIBASE-B0B3DA78,5,2,1,2,4.0,28.1,18.1,4.9,6.7,31.4,120.8,32.5,88.4,26.8,69.8,90.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Zoothera atrigena,Turdidae,Passeriformes,AVIBASE-6DF9DA47,0,0,0,0,0.0,23.7,13.9,4.7,6.4,28.8,103.5,24.7,78.8,23.9,71.0,65.3,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Zoothera talaseae,Forest,1,2,Carnivore,Invertivore,Generalist
Zoothera aurea,Turdidae,Passeriformes,AVIBASE-8E267A26,11,8,3,0,11.0,29.6,16.5,5.4,7.3,34.9,158.5,60.7,97.8,38.3,105.8,134.1,DataFromSplit,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Generalist
Zoothera dauma,Turdidae,Passeriformes,AVIBASE-F58200CE,5,0,4,1,4.0,27.0,15.5,5.1,6.1,33.2,141.4,46.6,92.9,33.4,98.0,134.1,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Generalist
Zoothera dixoni,Turdidae,Passeriformes,AVIBASE-37CC6F0D,5,1,2,2,4.0,25.1,14.8,5.2,5.7,36.8,134.6,42.4,91.9,31.5,109.8,90.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Zoothera everetti,Turdidae,Passeriformes,AVIBASE-5CA42489,5,1,4,0,4.0,26.4,16.1,5.0,6.4,32.9,109.0,26.9,81.9,24.7,73.6,81.9,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Zoothera griseiceps,Turdidae,Passeriformes,AVIBASE-A328C3EC,0,0,0,0,0.0,25.1,14.8,5.3,5.7,36.2,138.4,44.0,92.7,32.2,96.2,98.2,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zoothera mollissima,Shrubland,2,1,Omnivore,Invertivore,Terrestrial
Zoothera heinei,Turdidae,Passeriformes,AVIBASE-6F0AC682,11,2,3,6,7.0,28.9,17.4,5.3,6.9,28.3,121.6,37.5,83.4,31.0,86.3,82.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial
Zoothera heinrichi,Turdidae,Passeriformes,AVIBASE-6E50C3FA,4,2,2,0,4.0,28.4,17.8,6.5,9.0,45.9,111.8,14.7,97.1,13.0,140.1,73.2,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Zoothera imbricata,Turdidae,Passeriformes,AVIBASE-BEEAC3EE,4,3,0,1,4.0,30.8,19.8,5.5,7.3,28.0,121.8,31.6,90.2,26.0,74.5,134.1,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Generalist
Zoothera lunulata,Turdidae,Passeriformes,AVIBASE-34226B9D,14,8,4,2,4.0,31.8,18.7,6.2,8.0,33.8,133.3,36.2,95.5,27.5,108.3,130.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Zoothera machiki,Turdidae,Passeriformes,AVIBASE-485394E0,2,2,0,0,1.0,24.6,14.4,5.0,5.8,31.8,113.0,30.0,82.0,26.8,86.0,81.9,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial
Zoothera major,Turdidae,Passeriformes,AVIBASE-8BAD426A,2,1,1,0,2.0,28.8,16.2,6.3,8.1,38.5,160.1,58.4,101.8,36.4,110.5,172.0,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Generalist
Zoothera margaretae,Turdidae,Passeriformes,AVIBASE-E1D48C52,0,0,0,0,0.0,22.0,12.6,5.0,5.8,36.0,89.5,13.5,75.5,15.2,64.8,65.3,Dunning,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zoothera turipavae,Forest,1,2,Carnivore,Invertivore,Terrestrial
Zoothera marginata,Turdidae,Passeriformes,AVIBASE-6A3FCF48,5,2,3,0,3.0,33.2,22.4,5.6,6.9,28.2,120.8,30.7,90.1,25.4,76.6,81.0,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Terrestrial
Zoothera mollissima,Turdidae,Passeriformes,AVIBASE-CE0D5641,5,0,2,3,4.0,25.1,14.8,5.3,5.7,36.2,138.4,44.0,92.7,32.2,96.2,98.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Terrestrial
Zoothera monticola,Turdidae,Passeriformes,AVIBASE-F13C1733,4,2,2,0,4.0,42.0,28.8,5.9,9.1,33.0,135.2,33.0,102.2,24.4,85.2,126.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Zoothera neilgherriensis,Turdidae,Passeriformes,AVIBASE-99F75999,4,2,2,0,4.0,30.8,20.0,5.0,7.6,28.4,128.8,33.5,95.2,26.0,89.5,134.1,DataFromSplit,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Generalist
Zoothera salimalii,Turdidae,Passeriformes,AVIBASE-1BF62F08,0,0,0,0,0.0,25.1,14.8,5.3,5.7,36.2,138.4,44.0,92.7,32.2,96.2,98.2,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zoothera mollissima,Shrubland,2,1,Omnivore,Invertivore,Terrestrial
Zoothera talaseae,Turdidae,Passeriformes,AVIBASE-10891EF5,1,1,0,0,1.0,23.7,13.9,4.7,6.4,28.8,103.5,24.7,78.8,23.9,71.0,65.3,Inferred,NA,YES,Body Mass,Zoothera margaretae,Forest,1,2,Carnivore,Invertivore,Generalist
Zoothera turipavae,Turdidae,Passeriformes,AVIBASE-72343F64,2,0,2,0,1.0,22.0,12.6,5.0,5.8,36.0,89.5,13.5,75.5,15.2,64.8,65.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Agriornis albicauda,Tyrannidae,Passeriformes,AVIBASE-D918C06D,6,1,3,2,4.0,32.4,18.6,7.0,8.6,39.7,141.3,35.2,106.0,24.9,113.1,53.0,EltonTraits_Model,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Vertivore,Insessorial
Agriornis lividus,Tyrannidae,Passeriformes,AVIBASE-EBADB6D6,8,4,4,0,4.0,35.4,19.1,7.1,7.6,38.0,127.7,27.5,100.2,21.5,105.4,99.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Insessorial
Agriornis micropterus,Tyrannidae,Passeriformes,AVIBASE-64FD388A,8,3,4,1,4.0,32.8,17.6,6.3,7.1,33.8,118.9,29.2,89.7,24.5,99.6,67.8,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Vertivore,Insessorial
Agriornis montanus,Tyrannidae,Passeriformes,AVIBASE-78427CA9,9,2,6,1,3.0,30.4,17.4,5.8,5.7,33.1,131.3,33.0,98.2,25.1,98.2,63.3,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Omnivore,Insessorial
Agriornis murinus,Tyrannidae,Passeriformes,AVIBASE-869B1D21,10,6,4,0,4.0,22.3,11.5,4.7,4.1,27.5,97.0,23.3,73.7,24.0,74.2,29.9,Dunning,NA,NO,NA,NA,Shrubland,3,3,Carnivore,Vertivore,Insessorial
Alectrurus risora,Tyrannidae,Passeriformes,AVIBASE-C93300CA,4,2,2,0,4.0,17.8,9.8,6.3,4.6,23.2,73.0,16.2,56.8,22.3,156.2,21.0,Updated_literature,Dunning (2021),NO,NA,NA,Grassland,3,3,Carnivore,Invertivore,Insessorial
Alectrurus tricolor,Tyrannidae,Passeriformes,AVIBASE-E78E6487,5,2,3,0,4.0,14.8,8.1,5.8,4.9,19.6,67.6,15.1,52.2,22.3,51.2,16.0,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Invertivore,Insessorial
Anairetes alpinus,Tyrannidae,Passeriformes,AVIBASE-6B005E46,2,2,0,0,2.0,12.4,5.9,2.8,2.7,22.1,63.5,9.6,54.0,15.1,63.0,9.0,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Insessorial
Anairetes fernandezianus,Tyrannidae,Passeriformes,AVIBASE-DD908FC1,4,2,2,0,4.0,13.3,8.2,3.5,2.9,22.0,55.9,7.6,48.3,13.5,56.2,6.9,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial
Anairetes flavirostris,Tyrannidae,Passeriformes,AVIBASE-7C1ABA06,4,2,2,0,4.0,10.7,5.7,3.0,3.1,18.3,48.0,6.2,41.8,12.9,51.8,6.0,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Invertivore,Insessorial
Anairetes nigrocristatus,Tyrannidae,Passeriformes,AVIBASE-3F9E2867,4,2,2,0,4.0,12.8,6.3,2.9,2.5,21.6,57.8,6.3,51.4,11.0,61.5,9.2,Updated_literature,Dunning (2021),NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial
Anairetes parulus,Tyrannidae,Passeriformes,AVIBASE-2B0C9AD5,16,7,8,1,5.0,11.7,5.8,2.4,2.1,18.5,49.1,7.0,42.1,14.3,51.0,6.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial
Anairetes reguloides,Tyrannidae,Passeriformes,AVIBASE-887106AC,4,1,3,0,4.0,15.0,5.8,2.6,2.4,19.8,52.4,8.1,44.3,15.4,48.0,5.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial
Aphanotriccus audax,Tyrannidae,Passeriformes,AVIBASE-3AC7C776,4,1,3,0,3.0,13.9,8.0,5.2,3.4,15.3,54.6,9.3,45.9,16.8,45.8,11.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial
Aphanotriccus capitalis,Tyrannidae,Passeriformes,AVIBASE-0203FCD8,9,5,4,0,4.0,16.0,7.4,5.4,3.5,14.5,58.7,10.4,49.2,17.3,50.6,11.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial
Arundinicola leucocephala,Tyrannidae,Passeriformes,AVIBASE-9C4B6D6D,5,3,2,0,4.0,17.0,11.5,5.8,5.0,16.9,60.1,8.1,52.1,13.3,46.9,13.8,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Invertivore,Insessorial
Atalotriccus pilaris,Tyrannidae,Passeriformes,AVIBASE-CD3601B0,4,0,2,2,4.0,13.6,6.3,3.4,2.6,15.4,41.2,3.6,37.6,8.8,33.4,6.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial
Attila bolivianus,Tyrannidae,Passeriformes,AVIBASE-8DA83B89,5,1,2,2,4.0,25.6,16.6,7.8,6.7,24.7,94.6,16.6,77.7,17.6,78.2,39.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial
Attila cinnamomeus,Tyrannidae,Passeriformes,AVIBASE-A6AB77CA,5,2,3,0,4.0,22.7,14.4,6.8,6.2,22.7,87.2,7.8,78.2,9.0,81.2,38.8,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Insessorial
Attila citriniventris,Tyrannidae,Passeriformes,AVIBASE-DE322436,10,4,4,2,9.0,21.0,14.3,6.7,5.8,20.8,78.2,12.8,65.2,16.4,62.7,33.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Attila phoenicurus,Tyrannidae,Passeriformes,AVIBASE-B747569D,4,0,1,3,4.0,21.1,12.9,5.7,5.4,18.8,92.2,19.1,73.2,20.6,76.2,32.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial
Attila rufus,Tyrannidae,Passeriformes,AVIBASE-727CE8E0,4,1,0,3,4.0,29.4,19.0,7.1,6.4,25.6,92.0,12.4,79.6,13.4,73.5,42.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Attila spadiceus,Tyrannidae,Passeriformes,AVIBASE-BA09A296,27,9,9,9,9.0,22.3,15.8,7.3,6.5,24.9,85.6,12.3,70.9,14.8,67.8,39.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Attila torridus,Tyrannidae,Passeriformes,AVIBASE-2896E1DB,4,0,2,2,4.0,26.9,17.6,7.7,6.5,25.3,93.5,16.1,77.3,17.2,76.8,46.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Calyptura cristata,Tyrannidae,Passeriformes,AVIBASE-9AD71DF9,4,1,2,1,4.0,8.5,4.5,3.1,3.8,14.9,47.9,3.8,44.1,7.9,23.2,7.8,Updated_literature,BoW,NO,NA,NA,NA,1,NA,Omnivore,Omnivore,Insessorial
Camptostoma imberbe,Tyrannidae,Passeriformes,AVIBASE-FD5DACEE,6,3,3,0,4.0,9.2,5.3,3.0,3.3,14.0,49.4,6.9,41.8,14.1,39.7,7.4,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Insessorial
Camptostoma obsoletum,Tyrannidae,Passeriformes,AVIBASE-FE36D76B,37,10,16,11,15.0,9.8,5.8,3.2,3.1,13.9,52.3,8.7,43.6,16.5,40.9,8.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial
Capsiempis flaveola,Tyrannidae,Passeriformes,AVIBASE-C4D2BEC1,13,5,6,2,4.0,10.8,6.3,4.0,3.1,16.0,49.0,6.1,41.0,12.9,48.5,7.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Casiornis fuscus,Tyrannidae,Passeriformes,AVIBASE-4E1780CD,9,5,4,0,4.0,16.2,10.6,5.6,5.0,19.6,75.6,9.8,64.7,13.4,72.8,19.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial
Casiornis rufus,Tyrannidae,Passeriformes,AVIBASE-B172A418,9,4,5,0,4.0,18.6,11.3,5.8,5.1,20.5,84.9,13.1,71.8,15.4,81.8,24.8,Dunning,NA,NO,NA,NA,Woodland,2,3,Carnivore,Invertivore,Insessorial
Cnemarchus erythropygius,Tyrannidae,Passeriformes,AVIBASE-3BB9E319,10,2,5,3,4.0,22.0,11.8,5.3,5.3,30.3,142.7,37.0,105.9,25.9,102.5,41.0,EltonTraits_Model,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Insessorial
Cnemarchus rufipennis,Tyrannidae,Passeriformes,AVIBASE-FDB9861B,8,4,4,0,4.0,25.0,14.3,5.3,4.9,28.1,127.2,36.3,90.9,28.5,89.4,34.5,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Insessorial
Cnemotriccus fuscatus,Tyrannidae,Passeriformes,AVIBASE-4AB94B00,89,17,34,38,4.0,13.8,9.8,5.4,4.0,18.3,66.7,9.0,54.7,14.1,62.6,13.6,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Insessorial
Cnipodectes subbrunneus,Tyrannidae,Passeriformes,AVIBASE-8D786D76,6,0,1,5,3.0,16.8,11.1,6.5,5.0,18.9,85.4,13.7,76.3,14.9,75.2,23.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Cnipodectes superrufus,Tyrannidae,Passeriformes,AVIBASE-53F7D92C,3,0,3,0,3.0,19.1,11.8,6.8,5.2,22.0,116.7,22.1,94.6,18.9,112.0,32.3,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Colonia colonus,Tyrannidae,Passeriformes,AVIBASE-3EB54C47,10,5,4,1,4.0,12.4,6.2,5.3,3.4,15.1,80.8,15.0,65.0,18.9,159.7,18.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Colorhamphus parvirostris,Tyrannidae,Passeriformes,AVIBASE-BB5C6141,5,2,3,0,4.0,11.5,6.0,3.4,2.8,17.5,61.3,11.1,50.0,18.2,53.2,10.6,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial
Conopias albovittatus,Tyrannidae,Passeriformes,AVIBASE-FEE77420,2,1,1,0,2.0,19.8,13.8,7.8,5.8,17.4,81.7,17.8,63.9,21.6,65.8,24.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Conopias cinchoneti,Tyrannidae,Passeriformes,AVIBASE-C5202F83,6,2,2,2,4.0,20.0,11.8,6.7,5.5,17.4,83.4,16.2,67.2,19.4,66.9,25.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Conopias parvus,Tyrannidae,Passeriformes,AVIBASE-B8415F96,8,3,5,0,8.0,20.0,13.8,8.0,6.2,16.9,81.1,15.8,65.3,19.5,65.0,21.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Conopias trivirgatus,Tyrannidae,Passeriformes,AVIBASE-C5A7C594,4,1,3,0,4.0,16.6,10.7,5.8,4.8,15.1,65.0,12.4,52.6,19.1,51.2,21.0,Inferred,NA,YES,Body Mass,Conopias parvus,Forest,1,1,Carnivore,Invertivore,Insessorial
Contopus albogularis,Tyrannidae,Passeriformes,AVIBASE-6B98ED1A,4,1,1,2,3.0,11.8,6.8,5.2,3.6,9.5,61.2,13.7,47.5,22.4,55.6,9.6,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Insessorial
Contopus caribaeus,Tyrannidae,Passeriformes,AVIBASE-8FB6981F,9,2,7,0,8.0,18.1,11.4,7.0,4.4,15.3,72.5,16.9,55.6,23.3,59.3,10.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial
Contopus cinereus,Tyrannidae,Passeriformes,AVIBASE-ED18DC0C,24,10,11,3,12.0,15.2,9.3,6.3,3.6,13.1,70.3,16.4,53.5,23.4,60.4,11.6,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Insessorial
Contopus cooperi,Tyrannidae,Passeriformes,AVIBASE-951C150C,8,3,4,1,4.0,19.9,12.2,8.5,6.5,14.7,104.7,38.5,63.2,37.9,68.8,32.1,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial
Contopus fumigatus,Tyrannidae,Passeriformes,AVIBASE-ECF2FBB2,13,5,7,1,5.0,20.2,11.7,7.0,5.0,15.5,92.6,25.7,66.5,27.9,80.0,19.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Contopus hispaniolensis,Tyrannidae,Passeriformes,AVIBASE-37895593,4,2,2,0,4.0,17.5,10.1,6.0,3.6,14.8,74.4,18.0,56.4,24.2,65.3,11.7,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial
Contopus latirostris,Tyrannidae,Passeriformes,AVIBASE-6C5E4245,4,1,0,3,4.0,15.7,8.9,6.4,3.1,15.2,69.1,13.3,55.8,19.3,59.2,11.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Contopus lugubris,Tyrannidae,Passeriformes,AVIBASE-8D6C036A,4,1,2,1,4.0,21.6,11.5,6.9,4.9,15.2,91.6,25.9,65.8,28.2,73.0,21.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Contopus nigrescens,Tyrannidae,Passeriformes,AVIBASE-F5A71429,4,2,1,1,4.0,13.4,7.3,4.7,3.1,11.9,66.8,18.6,48.1,28.0,62.8,9.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Contopus ochraceus,Tyrannidae,Passeriformes,AVIBASE-EBB848CD,5,0,5,0,5.0,20.0,12.1,7.7,4.9,15.8,90.0,22.5,67.5,25.0,71.0,23.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Contopus pallidus,Tyrannidae,Passeriformes,AVIBASE-BBBAE4D2,4,0,2,2,4.0,16.6,8.5,6.0,3.1,13.7,69.8,15.9,53.9,22.8,63.5,9.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Contopus pertinax,Tyrannidae,Passeriformes,AVIBASE-4CAD4149,4,2,2,0,3.0,23.0,13.4,7.8,5.6,17.0,108.3,30.0,77.6,28.3,83.0,27.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial
